,img,type,path
68,"img_33.836291,-118.328960_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_33.836291,-118.328960_freq_1.png"
69,"img_33.836291,-118.328960_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_33.836291,-118.328960_freq_2.png"
70,"img_33.836291,-118.328960_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_33.836291,-118.328960_freq_3.png"
71,"img_33.836291,-118.328960_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_33.836291,-118.328960_freq_4.png"
72,"img_33.858246,-118.082556_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_33.858246,-118.082556_freq_1.png"
73,"img_33.858246,-118.082556_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_33.858246,-118.082556_freq_2.png"
74,"img_33.858246,-118.082556_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_33.858246,-118.082556_freq_3.png"
75,"img_33.858246,-118.082556_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_33.858246,-118.082556_freq_4.png"
76,"img_33.946706,-83.383487_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_33.946706,-83.383487_freq_1.png"
77,"img_33.946706,-83.383487_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_33.946706,-83.383487_freq_2.png"
78,"img_33.946706,-83.383487_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_33.946706,-83.383487_freq_3.png"
79,"img_33.946706,-83.383487_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_33.946706,-83.383487_freq_4.png"
80,"img_34.042803,-118.219286_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.042803,-118.219286_freq_1.png"
81,"img_34.042803,-118.219286_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.042803,-118.219286_freq_2.png"
82,"img_34.042803,-118.219286_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.042803,-118.219286_freq_3.png"
83,"img_34.042803,-118.219286_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.042803,-118.219286_freq_4.png"
84,"img_34.075591,-117.719565_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.075591,-117.719565_freq_1.png"
85,"img_34.075591,-117.719565_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.075591,-117.719565_freq_2.png"
86,"img_34.075591,-117.719565_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.075591,-117.719565_freq_3.png"
87,"img_34.075591,-117.719565_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.075591,-117.719565_freq_4.png"
88,"img_34.077039,-118.046992_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.077039,-118.046992_freq_1.png"
89,"img_34.077039,-118.046992_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.077039,-118.046992_freq_2.png"
90,"img_34.077039,-118.046992_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.077039,-118.046992_freq_3.png"
91,"img_34.077039,-118.046992_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.077039,-118.046992_freq_4.png"
92,"img_34.221697,-118.467373_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.221697,-118.467373_freq_1.png"
93,"img_34.221697,-118.467373_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.221697,-118.467373_freq_2.png"
94,"img_34.221697,-118.467373_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.221697,-118.467373_freq_3.png"
95,"img_34.221697,-118.467373_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.221697,-118.467373_freq_4.png"
96,"img_34.311032,-92.413717_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.311032,-92.413717_freq_1.png"
97,"img_34.311032,-92.413717_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.311032,-92.413717_freq_2.png"
98,"img_34.311032,-92.413717_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.311032,-92.413717_freq_3.png"
99,"img_34.311032,-92.413717_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.311032,-92.413717_freq_4.png"
100,"img_34.556566,-117.288937_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.556566,-117.288937_freq_1.png"
101,"img_34.556566,-117.288937_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.556566,-117.288937_freq_2.png"
102,"img_34.556566,-117.288937_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.556566,-117.288937_freq_3.png"
103,"img_34.556566,-117.288937_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_34.556566,-117.288937_freq_4.png"
104,"img_35.042763,-110.699142_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.042763,-110.699142_freq_1.png"
105,"img_35.042763,-110.699142_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.042763,-110.699142_freq_2.png"
106,"img_35.042763,-110.699142_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.042763,-110.699142_freq_3.png"
107,"img_35.042763,-110.699142_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.042763,-110.699142_freq_4.png"
108,"img_35.218759,-97.422209_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.218759,-97.422209_freq_1.png"
109,"img_35.218759,-97.422209_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.218759,-97.422209_freq_2.png"
110,"img_35.218759,-97.422209_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.218759,-97.422209_freq_3.png"
111,"img_35.218759,-97.422209_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.218759,-97.422209_freq_4.png"
112,"img_35.270870,-111.544006_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.270870,-111.544006_freq_1.png"
113,"img_35.270870,-111.544006_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.270870,-111.544006_freq_2.png"
114,"img_35.270870,-111.544006_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.270870,-111.544006_freq_3.png"
115,"img_35.270870,-111.544006_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.270870,-111.544006_freq_4.png"
116,"img_35.290586,-80.766020_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.290586,-80.766020_freq_1.png"
117,"img_35.290586,-80.766020_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.290586,-80.766020_freq_2.png"
118,"img_35.290586,-80.766020_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.290586,-80.766020_freq_3.png"
119,"img_35.290586,-80.766020_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.290586,-80.766020_freq_4.png"
120,"img_35.404598,-94.460398_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.404598,-94.460398_freq_1.png"
121,"img_35.404598,-94.460398_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.404598,-94.460398_freq_2.png"
122,"img_35.404598,-94.460398_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.404598,-94.460398_freq_3.png"
123,"img_35.404598,-94.460398_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.404598,-94.460398_freq_4.png"
124,"img_35.467226,-93.831410_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.467226,-93.831410_freq_1.png"
125,"img_35.467226,-93.831410_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.467226,-93.831410_freq_2.png"
126,"img_35.467226,-93.831410_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.467226,-93.831410_freq_3.png"
127,"img_35.467226,-93.831410_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.467226,-93.831410_freq_4.png"
128,"img_35.484282,-120.665052_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.484282,-120.665052_freq_1.png"
129,"img_35.484282,-120.665052_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.484282,-120.665052_freq_2.png"
130,"img_35.484282,-120.665052_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.484282,-120.665052_freq_3.png"
131,"img_35.484282,-120.665052_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.484282,-120.665052_freq_4.png"
132,"img_35.504615,-82.523931_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.504615,-82.523931_freq_1.png"
133,"img_35.504615,-82.523931_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.504615,-82.523931_freq_2.png"
134,"img_35.504615,-82.523931_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.504615,-82.523931_freq_3.png"
135,"img_35.504615,-82.523931_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.504615,-82.523931_freq_4.png"
136,"img_35.507775,-87.226297_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.507775,-87.226297_freq_1.png"
137,"img_35.507775,-87.226297_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.507775,-87.226297_freq_2.png"
138,"img_35.507775,-87.226297_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.507775,-87.226297_freq_3.png"
139,"img_35.507775,-87.226297_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.507775,-87.226297_freq_4.png"
140,"img_35.981815,-87.317253_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.981815,-87.317253_freq_1.png"
141,"img_35.981815,-87.317253_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.981815,-87.317253_freq_2.png"
142,"img_35.981815,-87.317253_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.981815,-87.317253_freq_3.png"
143,"img_35.981815,-87.317253_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_35.981815,-87.317253_freq_4.png"
144,"img_36.161239,-86.783973_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.161239,-86.783973_freq_1.png"
145,"img_36.161239,-86.783973_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.161239,-86.783973_freq_2.png"
146,"img_36.161239,-86.783973_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.161239,-86.783973_freq_3.png"
147,"img_36.161239,-86.783973_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.161239,-86.783973_freq_4.png"
148,"img_36.319750,-86.599870_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.319750,-86.599870_freq_1.png"
149,"img_36.319750,-86.599870_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.319750,-86.599870_freq_2.png"
150,"img_36.319750,-86.599870_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.319750,-86.599870_freq_3.png"
151,"img_36.319750,-86.599870_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.319750,-86.599870_freq_4.png"
152,"img_36.461764,-94.302287_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.461764,-94.302287_freq_1.png"
153,"img_36.461764,-94.302287_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.461764,-94.302287_freq_2.png"
154,"img_36.461764,-94.302287_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.461764,-94.302287_freq_3.png"
155,"img_36.461764,-94.302287_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.461764,-94.302287_freq_4.png"
156,"img_36.642210,-93.204353_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.642210,-93.204353_freq_1.png"
157,"img_36.642210,-93.204353_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.642210,-93.204353_freq_2.png"
158,"img_36.642210,-93.204353_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.642210,-93.204353_freq_3.png"
159,"img_36.642210,-93.204353_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.642210,-93.204353_freq_4.png"
160,"img_36.808486,-119.874246_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.808486,-119.874246_freq_1.png"
161,"img_36.808486,-119.874246_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.808486,-119.874246_freq_2.png"
162,"img_36.808486,-119.874246_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.808486,-119.874246_freq_3.png"
163,"img_36.808486,-119.874246_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.808486,-119.874246_freq_4.png"
164,"img_36.889373,-89.543597_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.889373,-89.543597_freq_1.png"
165,"img_36.889373,-89.543597_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.889373,-89.543597_freq_2.png"
166,"img_36.889373,-89.543597_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.889373,-89.543597_freq_3.png"
167,"img_36.889373,-89.543597_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_36.889373,-89.543597_freq_4.png"
168,"img_37.228000,-80.413300_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.228000,-80.413300_freq_1.png"
169,"img_37.228000,-80.413300_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.228000,-80.413300_freq_2.png"
170,"img_37.228000,-80.413300_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.228000,-80.413300_freq_3.png"
171,"img_37.228000,-80.413300_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.228000,-80.413300_freq_4.png"
172,"img_37.315876,-122.031860_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.315876,-122.031860_freq_1.png"
173,"img_37.315876,-122.031860_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.315876,-122.031860_freq_2.png"
174,"img_37.315876,-122.031860_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.315876,-122.031860_freq_3.png"
175,"img_37.315876,-122.031860_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.315876,-122.031860_freq_4.png"
176,"img_37.568253,-122.026146_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.568253,-122.026146_freq_1.png"
177,"img_37.568253,-122.026146_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.568253,-122.026146_freq_2.png"
178,"img_37.568253,-122.026146_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.568253,-122.026146_freq_3.png"
179,"img_37.568253,-122.026146_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.568253,-122.026146_freq_4.png"
180,"img_37.570248,-90.286181_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.570248,-90.286181_freq_1.png"
181,"img_37.570248,-90.286181_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.570248,-90.286181_freq_2.png"
182,"img_37.570248,-90.286181_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.570248,-90.286181_freq_3.png"
183,"img_37.570248,-90.286181_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.570248,-90.286181_freq_4.png"
184,"img_37.673163,-122.085555_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.673163,-122.085555_freq_1.png"
185,"img_37.673163,-122.085555_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.673163,-122.085555_freq_2.png"
186,"img_37.673163,-122.085555_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.673163,-122.085555_freq_3.png"
187,"img_37.673163,-122.085555_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.673163,-122.085555_freq_4.png"
188,"img_37.754088,-100.044436_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.754088,-100.044436_freq_1.png"
189,"img_37.754088,-100.044436_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.754088,-100.044436_freq_2.png"
190,"img_37.754088,-100.044436_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.754088,-100.044436_freq_3.png"
191,"img_37.754088,-100.044436_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.754088,-100.044436_freq_4.png"
192,"img_37.761433,-122.477325_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.761433,-122.477325_freq_1.png"
193,"img_37.761433,-122.477325_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.761433,-122.477325_freq_2.png"
194,"img_37.761433,-122.477325_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.761433,-122.477325_freq_3.png"
195,"img_37.761433,-122.477325_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.761433,-122.477325_freq_4.png"
196,"img_37.771274,-122.415826_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.771274,-122.415826_freq_1.png"
197,"img_37.771274,-122.415826_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.771274,-122.415826_freq_2.png"
198,"img_37.771274,-122.415826_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.771274,-122.415826_freq_3.png"
199,"img_37.771274,-122.415826_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.771274,-122.415826_freq_4.png"
200,"img_37.810012,-122.245290_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.810012,-122.245290_freq_1.png"
201,"img_37.810012,-122.245290_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.810012,-122.245290_freq_2.png"
202,"img_37.810012,-122.245290_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.810012,-122.245290_freq_3.png"
203,"img_37.810012,-122.245290_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_37.810012,-122.245290_freq_4.png"
204,"img_38.306587,-90.531544_freq_1",0,"sxm-ecomm-sagemaker-dev/freqs/img_38.306587,-90.531544_freq_1.png"
205,"img_38.306587,-90.531544_freq_2",0,"sxm-ecomm-sagemaker-dev/freqs/img_38.306587,-90.531544_freq_2.png"
206,"img_38.306587,-90.531544_freq_3",0,"sxm-ecomm-sagemaker-dev/freqs/img_38.306587,-90.531544_freq_3.png"
207,"img_38.306587,-90.531544_freq_4",0,"sxm-ecomm-sagemaker-dev/freqs/img_38.306587,-90.531544_freq_4.png"
