,img,type,path
19,21.393321_-157.967903_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/21.393321_-157.967903_19_600x600.png
20,21.393514_-157.970016_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/21.393514_-157.970016_19_600x600.png
21,21.496595_-158.027537_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/21.496595_-158.027537_19_600x600.png
22,21.555692_-157.853088_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/21.555692_-157.853088_19_600x600.png
23,21.925523_-159.525903_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/21.925523_-159.525903_19_600x600.png
24,21.970957_-159.376661_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/21.970957_-159.376661_19_600x600.png
25,22.213319_-159.474439_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/22.213319_-159.474439_19_600x600.png
26,25.916024_-97.437293_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/25.916024_-97.437293_19_600x600.png
27,26.122803_-98.195847_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/26.122803_-98.195847_19_600x600.png
28,26.156448_-97.975079_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/26.156448_-97.975079_19_600x600.png
29,26.165270_-97.822460_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/26.165270_-97.822460_19_600x600.png
30,26.204746_-98.287491_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/26.204746_-98.287491_19_600x600.png
31,26.301069_-98.160141_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/26.301069_-98.160141_19_600x600.png
32,26.377288_-98.812852_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/26.377288_-98.812852_19_600x600.png
33,26.663865_-81.887432_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/26.663865_-81.887432_19_600x600.png
34,26.696659_-81.939743_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/26.696659_-81.939743_19_600x600.png
35,27.490560_-99.459273_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/27.490560_-99.459273_19_600x600.png
36,27.530573_-99.502182_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/27.530573_-99.502182_19_600x600.png
37,27.530609_-99.502197_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/27.530609_-99.502197_19_600x600.png
38,27.589527_-99.512106_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/27.589527_-99.512106_19_600x600.png
39,27.956734_-97.106357_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/27.956734_-97.106357_19_600x600.png
40,28.255348_-97.685733_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/28.255348_-97.685733_19_600x600.png
41,28.255422_-97.685562_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/28.255422_-97.685562_19_600x600.png
42,28.395317_-80.749062_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/28.395317_-80.749062_19_600x600.png
43,28.415665_-96.712274_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/28.415665_-96.712274_19_600x600.png
44,28.618775_-81.414450_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/28.618775_-81.414450_19_600x600.png
45,28.706384_-96.939597_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/28.706384_-96.939597_19_600x600.png
46,28.714239_-96.220525_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/28.714239_-96.220525_19_600x600.png
47,28.782888_-97.045563_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/28.782888_-97.045563_19_600x600.png
48,28.783223_-97.044920_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/28.783223_-97.044920_19_600x600.png
49,28.836862_-96.963716_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/28.836862_-96.963716_19_600x600.png
50,28.963149_-98.480710_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/28.963149_-98.480710_19_600x600.png
51,29.016513_-95.891152_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.016513_-95.891152_19_600x600.png
52,29.086794_-97.293477_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.086794_-97.293477_19_600x600.png
53,29.089568_-95.717550_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.089568_-95.717550_19_600x600.png
54,29.164289_-95.425872_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.164289_-95.425872_19_600x600.png
55,29.234299_-89.991383_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.234299_-89.991383_19_600x600.png
56,29.244285_-94.868108_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.244285_-94.868108_19_600x600.png
57,29.289072_-97.152219_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.289072_-97.152219_19_600x600.png
58,29.299001_-94.795186_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.299001_-94.795186_19_600x600.png
59,29.299222_-94.794705_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.299222_-94.794705_19_600x600.png
60,29.391449_-90.272407_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.391449_-90.272407_19_600x600.png
61,29.424867_-98.447634_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.424867_-98.447634_19_600x600.png
62,29.428564_-95.241940_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.428564_-95.241940_19_600x600.png
63,29.449435_-95.078111_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.449435_-95.078111_19_600x600.png
64,29.453674_-98.631114_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.453674_-98.631114_19_600x600.png
65,29.459233_-96.939506_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.459233_-96.939506_19_600x600.png
66,29.459350_-96.938583_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.459350_-96.938583_19_600x600.png
67,29.517679_-95.223647_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.517679_-95.223647_19_600x600.png
68,29.558174_-95.801681_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.558174_-95.801681_19_600x600.png
69,29.570284_-95.776561_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.570284_-95.776561_19_600x600.png
70,29.584683_-96.346322_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.584683_-96.346322_19_600x600.png
71,29.585469_-96.348164_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.585469_-96.348164_19_600x600.png
72,29.598227_-95.375306_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.598227_-95.375306_19_600x600.png
73,29.614019_-95.532939_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.614019_-95.532939_19_600x600.png
74,29.614080_-95.532600_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.614080_-95.532600_19_600x600.png
75,29.617713_-95.564214_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.617713_-95.564214_19_600x600.png
76,29.638809_-90.749718_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.638809_-90.749718_19_600x600.png
77,29.644290_-95.236464_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.644290_-95.236464_19_600x600.png
78,29.652137_-82.294563_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.652137_-82.294563_19_600x600.png
79,29.665947_-95.155107_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.665947_-95.155107_19_600x600.png
80,29.675491_-95.268719_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.675491_-95.268719_19_600x600.png
81,29.687282_-95.530265_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.687282_-95.530265_19_600x600.png
82,29.687960_-82.305810_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.687960_-82.305810_19_600x600.png
83,29.696788_-95.337442_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.696788_-95.337442_19_600x600.png
84,29.698775_-95.785890_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.698775_-95.785890_19_600x600.png
85,29.701246_-95.242254_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.701246_-95.242254_19_600x600.png
86,29.702204_-96.546527_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.702204_-96.546527_19_600x600.png
87,29.706079_-95.124093_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.706079_-95.124093_19_600x600.png
88,29.718100_-95.519648_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.718100_-95.519648_19_600x600.png
89,29.721301_-98.105012_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.721301_-98.105012_19_600x600.png
90,29.729185_-95.585561_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.729185_-95.585561_19_600x600.png
91,29.736416_-95.347508_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.736416_-95.347508_19_600x600.png
92,29.737352_-95.563743_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.737352_-95.563743_19_600x600.png
93,29.742809_-95.383261_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.742809_-95.383261_19_600x600.png
94,29.745129_-95.558724_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.745129_-95.558724_19_600x600.png
95,29.745213_-95.558949_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.745213_-95.558949_19_600x600.png
96,29.745325_-95.558939_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.745325_-95.558939_19_600x600.png
97,29.745351_-95.558922_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.745351_-95.558922_19_600x600.png
98,29.745558_-95.559008_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.745558_-95.559008_19_600x600.png
99,29.753881_-94.963641_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.753881_-94.963641_19_600x600.png
100,29.760818_-95.349174_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.760818_-95.349174_19_600x600.png
101,29.786801_-95.824723_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.786801_-95.824723_19_600x600.png
102,29.795099_-95.032872_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.795099_-95.032872_19_600x600.png
103,29.800403_-94.848380_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.800403_-94.848380_19_600x600.png
104,29.801114_-95.569620_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.801114_-95.569620_19_600x600.png
105,29.802325_-90.849519_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.802325_-90.849519_19_600x600.png
106,29.820077_-94.845718_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.820077_-94.845718_19_600x600.png
107,29.826183_-95.376275_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.826183_-95.376275_19_600x600.png
108,29.835661_-95.652219_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.835661_-95.652219_19_600x600.png
109,29.836145_-95.651195_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.836145_-95.651195_19_600x600.png
110,29.837021_-95.384141_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.837021_-95.384141_19_600x600.png
111,29.841980_-82.065969_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.841980_-82.065969_19_600x600.png
112,29.849535_-95.668686_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.849535_-95.668686_19_600x600.png
113,29.849805_-95.213813_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.849805_-95.213813_19_600x600.png
114,29.856810_-95.644930_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.856810_-95.644930_19_600x600.png
115,29.864681_-97.938572_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.864681_-97.938572_19_600x600.png
116,29.866549_-95.581032_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.866549_-95.581032_19_600x600.png
117,29.879758_-95.704630_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.879758_-95.704630_19_600x600.png
118,29.884201_-97.982201_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.884201_-97.982201_19_600x600.png
119,29.895156_-95.397899_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.895156_-95.397899_19_600x600.png
120,29.895237_-95.397681_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.895237_-95.397681_19_600x600.png
121,29.909008_-95.685727_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.909008_-95.685727_19_600x600.png
122,29.925080_-95.501372_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.925080_-95.501372_19_600x600.png
123,29.948464_-93.979921_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.948464_-93.979921_19_600x600.png
124,29.949050_-93.980514_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.949050_-93.980514_19_600x600.png
125,29.952831_-95.498079_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.952831_-95.498079_19_600x600.png
126,29.995150_-93.353893_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/29.995150_-93.353893_19_600x600.png
127,30.015672_-95.433281_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.015672_-95.433281_19_600x600.png
128,30.024466_-95.439367_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.024466_-95.439367_19_600x600.png
129,30.033227_-95.603361_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.033227_-95.603361_19_600x600.png
130,30.037081_-94.155078_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.037081_-94.155078_19_600x600.png
131,30.043629_-99.135769_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.043629_-99.135769_19_600x600.png
132,30.066212_-93.213420_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.066212_-93.213420_19_600x600.png
133,30.073675_-94.783827_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.073675_-94.783827_19_600x600.png
134,30.074053_-94.783773_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.074053_-94.783773_19_600x600.png
135,30.074500_-95.173300_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.074500_-95.173300_19_600x600.png
136,30.075982_-93.855496_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.075982_-93.855496_19_600x600.png
137,30.088370_-98.420670_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.088370_-98.420670_19_600x600.png
138,30.102081_-95.649779_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.102081_-95.649779_19_600x600.png
139,30.116835_-93.820114_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.116835_-93.820114_19_600x600.png
140,30.127941_-97.443592_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.127941_-97.443592_19_600x600.png
141,30.127952_-81.789989_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.127952_-81.789989_19_600x600.png
142,30.128237_-96.393737_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.128237_-96.393737_19_600x600.png
143,30.128565_-97.444274_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.128565_-97.444274_19_600x600.png
144,30.131075_-95.283582_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.131075_-95.283582_19_600x600.png
145,30.144115_-94.014984_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.144115_-94.014984_19_600x600.png
146,30.144220_-94.016031_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.144220_-94.016031_19_600x600.png
147,30.149597_-96.691059_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.149597_-96.691059_19_600x600.png
148,30.154770_-93.638290_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.154770_-93.638290_19_600x600.png
149,30.166849_-81.748018_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.166849_-81.748018_19_600x600.png
150,30.183729_-93.218890_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.183729_-93.218890_19_600x600.png
151,30.183758_-93.218842_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.183758_-93.218842_19_600x600.png
152,30.206130_-93.209480_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.206130_-93.209480_19_600x600.png
153,30.211070_-92.663700_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.211070_-92.663700_19_600x600.png
154,30.222475_-92.663086_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.222475_-92.663086_19_600x600.png
155,30.224746_-93.375940_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.224746_-93.375940_19_600x600.png
156,30.231776_-92.655694_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.231776_-92.655694_19_600x600.png
157,30.237444_-97.739577_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.237444_-97.739577_19_600x600.png
158,30.247815_-81.777519_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.247815_-81.777519_19_600x600.png
159,30.254822_-93.180226_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.254822_-93.180226_19_600x600.png
160,30.272301_-81.608411_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.272301_-81.608411_19_600x600.png
161,30.275514_-93.249904_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.275514_-93.249904_19_600x600.png
162,30.284360_-93.250410_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.284360_-93.250410_19_600x600.png
163,30.302697_-93.747571_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.302697_-93.747571_19_600x600.png
164,30.305953_-95.398649_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.305953_-95.398649_19_600x600.png
165,30.341095_-95.082665_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.341095_-95.082665_19_600x600.png
166,30.341298_-95.082523_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.341298_-95.082523_19_600x600.png
167,30.369054_-94.313738_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.369054_-94.313738_19_600x600.png
168,30.370017_-94.312091_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.370017_-94.312091_19_600x600.png
169,30.387629_-86.430829_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.387629_-86.430829_19_600x600.png
170,30.390202_-96.090078_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.390202_-96.090078_19_600x600.png
171,30.407171_-97.678710_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.407171_-97.678710_19_600x600.png
172,30.429544_-81.658507_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.429544_-81.658507_19_600x600.png
173,30.493976_-97.675331_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.493976_-97.675331_19_600x600.png
174,30.497899_-99.778274_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.497899_-99.778274_19_600x600.png
175,30.503499_-90.462917_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.503499_-90.462917_19_600x600.png
176,30.506919_-99.776088_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.506919_-99.776088_19_600x600.png
177,30.560595_-90.869153_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.560595_-90.869153_19_600x600.png
178,30.561025_-90.869679_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.561025_-90.869679_19_600x600.png
179,30.613571_-93.809052_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.613571_-93.809052_19_600x600.png
180,30.642719_-93.898907_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.642719_-93.898907_19_600x600.png
181,30.690801_-92.427860_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.690801_-92.427860_19_600x600.png
182,30.710513_-94.947272_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.710513_-94.947272_19_600x600.png
183,30.718816_-95.564650_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.718816_-95.564650_19_600x600.png
184,30.742342_-99.225417_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.742342_-99.225417_19_600x600.png
185,30.846667_-93.768718_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.846667_-93.768718_19_600x600.png
186,30.847147_-93.770357_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.847147_-93.770357_19_600x600.png
187,30.877420_-96.598408_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.877420_-96.598408_19_600x600.png
188,30.910357_-93.995757_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/30.910357_-93.995757_19_600x600.png
189,31.029805_-94.173119_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/31.029805_-94.173119_19_600x600.png
190,31.061479_-97.337541_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/31.061479_-97.337541_19_600x600.png
191,31.195973_-98.730792_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/31.195973_-98.730792_19_600x600.png
192,31.267130_-92.457789_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/31.267130_-92.457789_19_600x600.png
193,31.290394_-92.438509_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/31.290394_-92.438509_19_600x600.png
194,31.296391_-97.393547_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/31.296391_-97.393547_19_600x600.png
195,31.306271_-96.873833_19_600x600,0,sxm-ecommerce-p66-location-data/version1/roadmap_3000_coords/31.306271_-96.873833_19_600x600.png
