location_id,merchant_location_id,merchant_location_latitude,merchant_location_longitude
0061fa42-7171-4c53-9755-3e6f0c1f3b03,292d7b7c-0884-40bb-9406-55e465d355bb,37.76143270,-122.47732540
00674906-15cd-4068-b57f-f8d7846667e6,2303,35.50461500,-82.52393100
00680792-7045-45a8-a726-44ff4ac37b27,e90f9ce1-adb4-4adc-a5bf-5e4f00cb0330,39.01438840,-94.73688030
00687c0b-6fc7-4971-b673-4cd306a9dee4,f29abdc6-2f38-47b0-9ada-0501f9d2ade4,37.31587600,-122.03186040
006999d4-14e7-4384-8e5b-d0b5aa9f453a,6d6afbcf-78a8-432f-8977-3d41df9e5438,45.41581440,-122.59335640
006a0267-dc57-4425-a1ab-86572b0460d9,1720,38.34733000,-122.71012700
006ce22a-a5ac-4e25-943e-1ba359c671b2,eb15d543-e283-4c13-9fb2-cb25ef6e4107,32.62131070,-93.26836550
006dbd90-c030-4c78-ab05-4e8eee1a48e8,5970,40.73320631,-74.17519406
00726bca-03f8-4e7e-a03e-c231bbbf6425,eac58297-39ed-4b7c-81cc-25c630d4b362,39.69569640,-105.07169980
0072bd07-15a1-474c-ac76-931dc61bd20b,731,27.78015900,-82.63872900
007350ca-e64a-4335-af2d-2814a7dfe40a,4295,32.59307328,-85.48861041
0073e1a3-f9cc-4523-a951-f928a3f4cc67,270,41.84653400,-87.97860800
007524b0-a85b-4cfc-80c6-8779bfa7b262,473463c7-a975-4f91-98db-7415f919ae07,33.85824600,-118.08255590
0076151e-5a64-4819-90bb-d53acff23939,3201,39.86804500,-82.93656600
0078567d-bb98-45da-874b-ea047266a5ac,5002fbc2-f9ff-417a-ae0d-74b0e62e6115,32.01210630,-90.35755720
007e6cdd-7b92-43c0-9da0-e1df43a03463,8577,40.77404796,-73.94906849
0082f56d-3480-48b1-9145-185e3520940a,7907,42.88881876,-78.87588680
00839139-87ff-44d2-88ad-6972aa65d43d,ad4a1ca1-9dc0-4884-b628-f061bbc08ec2,34.07703880,-118.04699150
0086ad22-ad6a-47e8-85f5-254483046423,1141,32.76854600,-117.14839800
0087c155-bf5f-4c0e-a13c-967052b83504,8857,33.94670648,-83.38348657
00898c3c-4f65-4a7b-9819-5950c7aa413e,19893b49-26ab-460f-9346-9ab330787c66,39.62027300,-104.88891600
008b3949-087f-461c-a330-5073f79bf38a,9215,39.75589636,-105.00884771
008d6ecb-f239-470a-9fb5-b018e3c17640,9c53a5ec-6730-4f11-907c-b65aae029103,35.27087020,-111.54400630
008d8f1f-3656-4091-b9d7-25e07afffc7d,4411,44.06022840,-123.06545632
008e51f0-55c8-4955-9f5f-89e374adeb09,1b881de8-c261-46c0-9b74-dab18790cb08,37.56825260,-122.02614590
008f314f-c096-4815-8db5-bca6c328031e,4840,40.73911652,-73.98209413
0090495a-670a-4e35-ad17-2e230cb76db2,3a502d6e-017a-43cd-a15a-f95253671171,40.05182650,-105.05593870
00916763-f540-4aec-8b67-51f7c073c143,a425af1a-ffd9-4705-a0a8-a79c0982e315,35.40459800,-94.46039790
009167c2-bc18-4b07-b91c-3b6b885a2cbf,2336,49.22611000,-123.00244100
009222af-be37-43bb-8022-c71d52f1ca79,3130c044-4c86-483b-b09f-81b6dbad9af6,35.04276280,-110.69914250
0092fafc-98a0-4398-8f3d-b75a5e21ca3e,4275,32.77630030,-96.80656250
0094566d-a393-4cc9-a577-a8bcc31cc1f6,8c5fd196-305c-4ae1-9cbf-d7be850f9a9b,35.98181530,-87.31725310
009c17e5-d033-4bdd-9097-efece08439a2,3507,39.95267500,-83.12339000
009edcc7-cb21-45ce-abae-e5b922c3119c,ba71aa91-33f5-4ddd-ace3-965d35352857,28.78288840,-97.04556270
00a14bdf-75c5-4105-9ab5-4aeb8bcfbd80,156,41.90375800,-87.62887400
00a19eeb-13bb-4905-9cc6-de81c2d4d8d3,381c93d5-8ced-4ff3-849f-e255cf9acd33,36.80848580,-119.87424550
00a4cc36-cd96-4f1b-84a5-4a5772a93081,2e39a91a-6652-493e-a47f-288cdde08a12,38.97444600,-94.55102820
00a59936-a697-42b4-8283-ea6c4323c923,cd195f21-e905-4db3-96bd-56afefc934d1,32.78160390,-97.38852070
00a68424-4a10-4fe3-a0e2-db6d02fb18f6,3456,36.31975000,-86.59987000
00aaa50b-3855-446c-b9d1-e86a658325a4,5619959f-7e16-464e-840e-a0eb35081980,34.22169720,-118.46737280
00ad4d2e-a0bd-4356-b8ca-1c8ff759d94e,71c04801-cd40-4b10-bae2-46ba4885a2a3,45.30648300,-122.94802880
00b3527d-cce5-4e01-a8fd-a21a3ac85850,a53b38e8-2d06-4dea-856d-0d28541b35a3,33.83629140,-118.32896050
00b38eca-3d98-4cd8-b13d-b32f02594e50,40685aad-0e3c-416b-92cc-702fbed0fe91,36.64221020,-93.20435320
00b783d8-4729-44ea-9256-95cc698f40c3,5290,39.28353652,-76.61342291
00b889ef-aed9-4aa8-becc-dc91de0d3810,6936,28.54180850,-81.37137780
00ba4ed3-cffd-4eaf-94d9-d2ddfad6a306,ea1269a4-d4dc-4cb4-bd2f-4a8af4eff403,35.46722560,-93.83140980
00bb824a-03ab-4dd1-8856-33fd8375f232,d3e06920-155f-4cda-8926-2b476510c89d,37.75408800,-100.04443580
00c0b6b1-f8f5-49cb-a922-dde3b3dbb6d6,b77bc97d-4409-44ce-a4fa-5a582d90e5fc,41.11326920,-85.17686890
00c2a597-e224-49b0-a7b9-2233a0438ab4,0aecac91-20bd-4930-ab9c-ae3a8f81730f,21.33153250,-157.86581370
00c37ac7-b7cd-46a3-bdda-08957523f493,3723,33.44608090,-112.07230477
00c4a023-2c62-4b48-b5ee-9f310dedcd73,d54bfd99-b5e8-4f57-b3de-0adda0e72c7f,29.61771290,-95.56421430
00c9eabf-a8cd-4cf1-8dbd-4f4e01319f11,2e7cb839-afba-49d8-a66d-716dbc74b3b3,39.91493970,-105.00660290
00cb2ab3-fe2e-4958-9c94-d51977bd3feb,5b0eb5c7-2128-4400-89fd-9973db2cf467,34.04280260,-118.21928610
00cfbedb-de37-4309-82f5-bd9765d75b77,c9ff20a8-fe50-44fb-bfad-7a8fc02e9c52,34.07559070,-117.71956450
00d0b603-cc5e-466d-be03-dca7697f34f0,5456,42.35048786,-71.04838738
00d16cdd-f578-4634-8976-a8a720cab4ac,e44704ac-3927-470b-b7ab-cd80eeb60fb2,40.78897000,-91.11578300
00d4f4cb-baad-4d75-a0fc-be20c89b2000,9701,43.63875679,-79.38624680
00d6e243-d834-43b7-ac78-1e5a7401274e,df675de0-4a66-4bb7-b1ef-6c6af2f03584,39.78176890,-86.08341290
00d75a9d-24aa-4216-8e62-6d1058361287,4216,41.92948600,-87.64555500
00d8d615-7d06-40c9-b3ae-2a8a1da1f504,fb0dd126-d1f0-48af-afd7-c2c94ba10819,38.85670400,-104.71958060
00da182b-3cd6-471e-8e2f-af7c905e14f7,4a9ce511-cde3-4079-85af-8d31479dad26,32.19676930,-95.85390200
00dabcc0-8529-4df7-b2c3-062e142b3f82,3486,44.10265000,-121.29781000
00dad3e8-8074-4c18-8a9f-895817ccf3c1,3097,39.77953492,-86.15991884
00db9756-96ba-482c-9819-5fb817e6ecff,6844,33.78661487,-84.38582670
00dc0111-0b57-45c9-9a2c-206c9dfd2bd2,6101fd23-69e1-4ae3-b8cc-3abb29f7daa3,37.05688000,-120.85578990
00de6dd9-4a54-44b2-b5f2-e6929f43b60b,1f0406e4-cf85-4705-9821-a2838dae4ff2,48.39860120,-122.32855720
00dea79d-d505-4863-8115-6e64683491c9,3165,38.62492651,-90.19441224
00e1b69a-fa1b-42b0-a5c7-40298d6dbed6,6eb72c0f-9a0f-456b-920f-ea050c50dfe0,33.03797350,-111.37865580
00e3d092-84f9-4b55-aa4a-0b1649a92f9f,28325923-09f9-4ea9-a436-9a25bd4ff908,44.04552440,-122.96685100
00e5d0b0-b4e4-448b-95a4-ce4cd627a2b8,dac3cc8f-d1d6-48c6-9f0d-084a0e024dcc,34.49338200,-118.19938360
00e8e202-08df-4eed-a6aa-001f9f3318e9,70ee0e21-7885-4fe3-a275-a9e5a08c13d9,40.82602690,-91.20870970
00e9cc5a-4916-4a81-8317-54054168bc7a,e8258109-60f4-49a7-91da-18fd762f948e,36.16828380,-95.92218470
00ed8b1e-bf74-4be5-b7a4-8e1738306f02,f1d92ff7-369a-44b3-bc1a-f7461bbea94f,36.49379190,-90.06469720
00eeb3b4-5bc2-4c20-817a-0256332dbf27,51935307-40a6-4a00-8349-629c7401ba47,42.53008520,-98.97101080
00f37c03-f4d4-4a02-8886-1b51815caff2,df96d018-1fad-45be-ab39-cb6bb04891eb,41.26078800,-96.17723300
00f3ad0f-2aa7-4f87-8176-32cb4a65efee,2586,33.75245259,-84.39361453
00f3fb2a-cc97-48d8-a205-ff3a4787e3ee,4f14ff7b-89bd-48fc-8f61-39037af72ebb,46.59990830,-120.57252920
00f617cf-100a-4b99-b25c-7621bf9cb9ab,0ea9f6cc-c1a4-413b-9448-d16abac4ff9d,38.88602070,-94.72430420
00f68a92-c179-4e1f-a50b-c523cc033f53,6239,42.35088547,-71.06546298
00fa5a74-6cd2-4d54-818b-5d28fbe35488,d66b585a-68af-47ad-8e82-bbdcbe5dc4fb,32.75571440,-117.12609100
00fdd59a-19d6-4b9f-b2f5-eafa41709fef,577,39.18742000,-84.26001400
00ffe70b-f20c-4a15-8ab0-9dc605eba1e5,859c431d-d601-4716-9d1c-9aab661c3d8c,29.44943500,-95.07811100
0100919b-8fff-453b-90f3-016a1f800ced,9023,41.89116052,-87.61959683
01014ca0-ae03-4bab-b1e9-e89ee3d5aa0b,58252e96-7a87-4056-920f-dacdfa8e8bc8,43.46788230,-112.00371450
0103960a-a0a8-47c2-88f5-8a477a5b69a0,8605,29.30613598,-94.79476628
01046b00-3f08-4087-b20c-f3ed31905b17,dfe1ea1f-a460-4c02-8247-93edd3b4ab7f,40.58807940,-111.95834990
0104f23c-eca3-4b7b-8e02-30ba38db63ce,2583,40.43847400,-79.98893900
0106019c-67b1-4bb0-a329-058f496ae214,2597,41.88515045,-87.64126489
0106a2a7-2477-47d9-af8d-fe9075377aa6,90cdbb15-9bc1-44cc-86ef-301b587a536f,33.61169400,-114.72560800
0107a352-1972-4897-94a7-9a0387559722,3fd71e05-af6d-4389-9466-49b273154fa7,47.13855070,-122.52562380
0108015a-e2a2-4b01-b0aa-cf89495c52d2,8425,39.36118901,-74.43682015
010920a1-da55-41a9-9815-ba8c25144612,2123d526-ec65-49d6-954b-9ff121633735,34.86569600,-111.76420590
010a746c-c6b5-474f-8c12-6588a26c7aa9,2970,35.22038255,-80.85848719
01124760-eff4-4de8-b288-0c68e99162df,4b2f0f87-6dc4-4a04-8551-45d5d44cd6ac,32.15663470,-94.34539280
011578d5-aa7d-4846-99ce-8b0457f7dab9,3492,27.76731936,-82.66046187
0117f61f-e651-4d89-90c6-e35eb7fe286d,9560,42.37153868,-71.06005005
0118bd9a-7a9c-45c0-afa6-c40f54e79e76,60,32.91135500,-96.80303400
011d3d16-5ced-4915-88e2-b0e91821040f,4948,40.74587410,-73.94251010
011db16b-c365-4e13-b81c-e4c24efffb3f,03a35bd2-9c64-4613-87e3-468ff0a40ddd,38.70120610,-90.26395980
0124fa30-117e-41a8-99e2-02a130d265b0,7871,42.88779980,-78.87689531
0127df08-8e68-4a03-a608-b0a46c05431c,f739eadb-dd59-44b9-bcb7-82a4d84de1fb,46.31613440,-117.98883610
012cef8d-7e9e-4b33-96e8-10555679976e,6495,40.76202514,-73.98324654
012d19c7-e3e3-4117-8c98-b68f392fb9ae,9d6b4b88-c22f-4229-807d-b44013ded1c6,38.88382950,-94.80051370
012f5d09-ae73-4321-bbb9-e9a0ea23978b,64ddc2e2-4513-4da7-8680-e9697366458a,38.70948410,-90.88032530
012f7f2e-c3fe-4eae-938a-43eb1f02bc0c,7652,38.90380094,-77.04546824
013198f1-ff57-48f9-9bb7-72064a921b26,2388,39.02489600,-77.14704500
013280d7-5722-41a3-880c-39327f5dff1c,9254,33.65873925,-118.00290402
01345013-f75f-405a-89d9-1c7ef622f18d,2d0ce3ea-bfbc-426d-9026-d60879087c8f,38.50260900,-90.29803650
0137d692-dd5e-4c01-9d5b-58e6e2592078,7f114067-3532-4502-a769-9941dbe33f7d,35.46403640,-97.53078990
013f7851-32de-402c-8c96-93ee255efb51,fb60fec8-395b-482e-919c-f8cea330578a,35.92951430,-94.96649670
013f7eec-d90b-4ab2-9c03-b2f5faf69b43,a16d5d75-da0a-44d2-8cf5-1b57f622fb0d,30.16684880,-81.74801760
013fe3bd-9d18-435f-ad08-34fec407321e,99fe6c90-d6fc-4695-9083-5d4d86d04965,42.32561230,-88.98326840
0144b617-6281-4bbb-bfc4-fdfed51fc2c3,1d036074-6148-49e4-a9b9-c37ff251a5cd,38.05131910,-97.93512730
01452d15-a654-41f9-8314-4a7bc0554e59,e1d3f979-924d-43a6-b7df-9b61a2427f5c,35.46377100,-97.41765500
01463e81-24f6-4050-98bd-59dbc4f383de,5c4b0116-ae9e-4106-bfa0-6cc7bbc50c54,34.98385410,-97.37028250
01464e01-f2b3-4abf-89dc-e8c21030c212,f243796f-7612-4b76-a276-ed10b58f14f3,41.65103300,-86.21617920
014902c0-e8a6-4b5e-856a-d737f8b363ec,0a44a47f-a5d7-4ab6-8ca0-08269803f620,38.60314840,-90.26983780
014c7867-596d-4ffd-9d29-288b8fccd3cc,b9ba62fd-520a-4a68-84d1-794647e625e8,40.00664100,-88.16098000
014cd3bd-ad57-4615-9b8e-3b17049fea45,3421,36.07097000,-115.27997000
014e26cf-4af8-4842-8741-0f25ed240062,5642,32.74844584,-97.07617244
014f850f-9f74-4fe5-94d6-5aa02e32eee0,1315a722-4466-465e-8d39-4fae49b80284,29.66594670,-95.15510670
01512a6e-c964-4999-9012-e5de7e99346f,59d34f21-44ed-4d35-a2cb-8995f4de93cd,38.87799400,-94.83480000
01541aad-b34a-46da-ae3d-edcb3e7b3706,d1251020-0b04-4b5c-b58f-8e43faef84a3,28.70638430,-96.93959720
0158c874-1b61-4b6a-b84e-09d5ade6917b,28362672-049e-4536-8d37-230537c438a2,38.76922590,-90.26052770
01591162-41a8-4b48-bfaf-bbe05cf3a241,6078b46c-4f17-47db-b985-7850a3c12ca9,36.42896810,-86.80583040
015a7d9c-dbf5-4fd8-a6a1-deb17bfee762,a2552595-e0cc-43c6-831a-3ac2f9899aec,39.56530300,-104.90155700
015c3f30-3474-46a9-b720-b40210bb24cb,c7993b63-d4e3-457e-b05a-be72fbd9f049,34.64164490,-106.78027930
015fd654-5951-41e8-8357-f72051ca6cea,d4ad5435-e1ac-4da2-b8cb-4882b6e7e1df,34.98558240,-97.36819510
0160444a-6baa-4d72-a21c-f2cc94836bb0,29fdfbe8-4157-4301-ba7e-77bd0d79abd7,34.72094800,-95.89915500
0161e204-1464-4c48-89a1-65300d1ec2f8,9fa28181-6eaf-4408-9490-a38707127ece,33.75874590,-118.01883250
0161e3ef-280f-45fc-8ca0-cd5c5630fa1a,9612,33.44440220,-112.06993240
0162cc11-9f32-4722-b6a4-dad2ed7617b4,ea21d836-331e-4c34-9d06-cf69f9056936,36.43880000,-94.23688500
0164ee3e-e14e-469e-8607-1bd81e661101,5693,41.50221779,-81.68748558
0165d25f-cf7d-4247-aa07-21682ae723bc,7c54f636-e9b2-4bab-ad13-188fbe8ada42,35.76930340,-95.35778140
016635d0-6f3f-4eb8-b5af-e3af267b13d4,4492,40.76607919,-73.96213579
016893d5-c6e9-485d-928f-08ac3d503ed2,9fa206b2-3e3f-4225-8a2b-eec25c953c62,38.79939790,-104.73106210
016bc42b-f7f3-46f4-a417-af546dfce9cb,3558,29.95157563,-90.07092195
016c0b23-fd10-41dd-9b30-b984912fd349,7dbfe6c1-2a52-4787-a2ee-8ebbe05db410,35.53639600,-97.45945740
016c1f8d-cc7b-421e-a6a3-6a8bf195151f,2997,33.05664400,-96.69338400
016e273d-3c38-4658-8785-96bc4a3d4a0f,0870c126-4c5e-4387-a363-fc253182530e,33.86306700,-117.78661300
016e6baf-6e8b-43ec-82f4-b0f80750f41a,b67b7d5b-ca7c-440a-bdb4-674ec71d1479,37.12332730,-120.25933030
01728df1-c3e8-467a-9501-6a101446d397,7392,41.69454880,-86.21782646
0172b757-8f8f-4658-8664-9b71030f1583,6888,33.75673653,-84.39256176
01747479-c3e7-49bf-aa9e-f867b28034c8,8141,40.74827520,-73.97453282
01766012-51f8-4a67-8966-dc50f65da33c,89866bc8-f39a-4f31-a397-a442813b90e2,36.49974680,-94.26951990
017afc48-2fc4-4907-b84e-75a4e017d767,b187d63f-e40e-41e1-8608-8c5c095cb765,33.97291950,-118.07462310
017b8c31-ae5c-40c8-ad04-1b708ba5d1cf,3833dbb6-31c8-4e2f-a2af-caf82f50b71f,34.75902950,-96.66209810
017bb825-ece1-413b-8b4a-36503a2b153d,3266,35.84017400,-78.64349900
017bff78-e4fa-4481-9f3f-ba47ce9b85e6,8205750f-3de9-4c03-a009-5299f563ad7f,46.28754420,-119.34908120
017c103f-b74e-4149-8996-ea569fbfc08f,7048109e-da3c-454d-9b88-ee733084799c,39.16061000,-94.49449100
017cc535-08bd-45df-9fff-7b1d87562aa4,1461,33.49304700,-117.69776000
018070c1-a23d-4f83-9cce-a16101e00be7,aebe4ee5-a7dd-4699-a475-442e83ff108b,47.50220320,-122.33372630
01823ee7-40d6-4d61-b485-3ad99b00acec,e7592ad4-a6a8-4e27-8dfd-cd7cf486ed0e,37.92133470,-95.17037890
01856639-f10b-4b5b-8af8-3fa4edd4b80d,30d7061b-6845-4945-b1ae-c073c671f2af,40.40424700,-86.82713300
0188846d-6fb7-4ecd-8349-60a53fce1fab,3128,40.04412500,-76.36400600
018c1f33-4867-475f-bbaf-06052032d746,9242,38.89684676,-77.02819213
018c646b-57e0-49ac-a359-71f1ddfbc334,aaf735c7-3632-4971-bbf3-ca2cd56e19ae,38.63745540,-89.98540270
0196c08b-bb28-42d2-b05d-c40f8e5fadef,c77868f4-e39f-4761-a499-a06708e0ecdf,31.29639050,-97.39354710
01990979-cc8c-4d7b-b18a-4e6bf99e38f9,c8c69dc3-55e9-44ed-83e6-14cdce0e9f13,35.90459100,-100.39014270
01996b90-a7cc-4ef4-a01c-d0343337450d,9183,37.53720167,-77.42588670
0199d9e7-51df-4a81-92fc-5d3999c50db9,3888,41.87351945,-87.62736451
0199dcd8-1720-4411-a246-fbfeba24258f,6062,40.75592866,-73.98430284
01a2f0a2-a907-4812-94a9-d69526952437,3673,29.94892310,-90.07576058
01a6c6d7-191d-4ab4-9630-5b733374c9d3,2826,43.22999000,-71.48121400
01b04303-710b-4018-a1ae-efabc7f23647,3fb97070-ba73-43eb-9678-55912cccf962,33.92468010,-118.02439350
01b2f45d-36f1-4a90-a401-9542f0d2faba,2694,32.74924180,-97.07677110
01b5064f-d860-4ab0-b8ea-e03a6c1d0d19,9126,40.44407190,-80.00034380
01b5859c-e0d7-4586-bc31-b20b9cf3ba6d,a961c3b7-9835-43c7-91bd-0d7d2e95e25e,36.29272960,-95.15795500
01b88509-49ee-44a0-a8ab-7893378e7423,2148,40.62298700,-80.05430100
01ba8f71-57d3-4de2-8f57-b2446a51df62,984ab892-fa77-48a9-9793-8d897a8c01b2,44.97893450,-122.99687880
01bc0d72-f732-4482-9143-6c27a072e56e,ef18b85d-7d11-4550-85dd-73a73bebd11a,37.93672900,-121.30175700
01bdb3a1-3e09-40e6-80da-1ef54f9eef37,70bf312d-1fff-4058-89ed-4093302d458c,33.87840330,-117.59711400
01be13e4-4378-4bc1-9be1-9973e4afadcc,6fa530cf-8b52-44e4-a50c-177215fe05f3,34.00183060,-118.08416330
01c37a53-af19-49c4-9b45-4b7596649172,3b54d855-ff61-407f-8942-4cde259038b9,43.43801400,-112.11507790
01c93df3-266b-4cb9-a0d3-75ffac8deaa8,5148,34.03565504,-84.58012637
01cca8c1-0cdd-474c-9bf0-a6ccce4091f3,092515b3-ef66-4d77-b9b3-8e44531e29d7,36.08812580,-96.02979620
01cd4417-20bd-44e5-bef5-d3dc136f72c0,411,38.99651400,-77.02596100
01cefe77-f7c7-43f7-9592-6781daa7eb4d,1e1c0de7-b711-4977-aa53-7a6465c73d3f,33.74171570,-96.53775090
01cff819-6051-4f95-a166-6ceaf67262d1,b395e51b-b5a6-48b9-a6bf-4f3519002fd5,47.07258160,-122.41937620
01d43e07-4896-4e53-bc90-6d53bbe47e05,58da6046-9d92-4c4e-be87-7883e642bfa9,40.98565590,-74.13943610
01d498dd-e7e5-4acb-be6e-b19a082eebf0,409b5f3b-e1d7-4476-8741-6a3bd04d3345,36.74928840,-95.97867240
01dda132-66a6-450d-9dfd-5ad68f178fb7,96d8d620-a658-46bb-b6eb-2ed7322d7039,33.80776660,-118.16725060
01e4e716-b2ad-4df6-a8b0-8678b5891ab8,2b48bf83-1e6b-4d6d-82b3-157aece0b984,30.01567240,-95.43328100
01eaa826-2bb6-4ff7-9a0e-25d2b34bbbc2,db46c0d6-6f18-498d-bbfb-85b4657a8a3b,40.81546310,-96.69633400
01eacc4b-1fe2-4cd2-9cd6-185e47e78ca6,22776fe1-9600-4f6c-a0be-c9409935b244,32.75578300,-97.21745300
01eb2da7-332d-45ec-9bbe-e5660f203e4f,6794cc66-e3b6-4f89-b9f9-a9fd8f445195,36.74945790,-120.37363340
01f0f852-2ae1-4b81-b991-61df260c1e4e,57ffef70-85d3-4d52-b7b3-5259d8d97ed6,36.68880920,-101.46657030
01f309f6-992a-41a7-be1e-548f76b759a6,5952,32.71860774,-117.15815709
01f585c2-fba6-44ee-b7fd-4a0a02d7235e,222ff371-deb7-4b3f-92cf-f6d7b543f5a7,37.47146990,-94.56704710
01f5f925-cc08-4d8a-b323-222c9f3474cc,1680,34.93759800,-81.98463600
01f9ccb2-470a-42e3-bd65-691eda8901cd,832,41.37151500,-81.82647400
01fb532c-e243-4f01-bc5c-9d149a38375d,191e7240-edb9-4250-b4f5-bd0f74b10723,33.98867000,-117.90531100
01fc7ef9-eaa6-4960-8deb-2149cd96b7e3,3b766b3c-19a0-4c54-8ced-f989bf3a7159,40.76471220,-73.88397720
01fe9a28-06ef-429c-bfc5-84a5993bddea,16c81c1d-4351-4d4b-8542-45faee23d767,39.85368080,-86.23301050
